root_id,connectivity_tag
720575940630151835,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940618748573,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617175710,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940615733919,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621238949,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619403942,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940613505703,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621632166,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940611932842,"feedforward_loop_participant,rich_club"
720575940621370027,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636574388,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625040053,"feedforward_loop_participant,rich_club"
720575940626219706,"feedforward_loop_participant,reciprocal,rich_club"
720575940627137210,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940638278333,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940635001535,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940618617536,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629234370,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622680772,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627137223,"feedforward_loop_participant,reciprocal,rich_club"
720575940629234375,"feedforward_loop_participant,highly_reciprocal_neuron,nsrn,reciprocal,rich_club"
720575940642734792,"feedforward_loop_participant,reciprocal,rich_club"
720575940609966802,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940609442517,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940623467222,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940640899803,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636705502,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940638802660,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940639064809,"feedforward_loop_participant,reciprocal,rich_club"
720575940623860458,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940639195881,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621763311,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621763312,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621501172,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628579066,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940623860477,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940615078654,"feedforward_loop_participant,reciprocal,rich_club"
720575940621501183,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940617044737,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940629365510,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629496582,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940615471884,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627923728,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619272980,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620452628,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940645618455,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940623991576,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940633166617,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622025505,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621370150,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629758762,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632511274,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628972332,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619141942,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632380216,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636574527,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940617438016,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940608525124,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940616520517,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622025548,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940638671706,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636050271,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619928417,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940609311586,"feedforward_loop_participant,rich_club"
720575940604330854,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630020968,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629103468,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619928429,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940643783534,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940621632372,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636312439,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940649812857,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619404155,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940638540672,"feedforward_loop_participant,reciprocal,rich_club"
720575940632118156,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940643259277,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625433488,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940615865238,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627661720,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940611539865,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617175965,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617700253,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940631331748,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619928485,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940606034860,"3_cycle_participant,broadcaster,feedforward_loop_participant,reciprocal,rich_club"
720575940605379506,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940607345586,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636574644,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940618093497,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624253882,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620321728,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940607607747,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940609180611,"3_cycle_participant,feedforward_loop_participant,integrator,reciprocal,rich_club"
720575940643259336,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620846027,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940611933138,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940631725011,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617044948,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617307097,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940612326362,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940641162203,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940637754334,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940611277810,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624253939,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940641293301,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940641948661,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940630021115,"feedforward_loop_participant,integrator,reciprocal,rich_club"
720575940627661820,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940622156799,"feedforward_loop_participant,reciprocal,rich_club"
720575940618748929,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625564676,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626351108,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627137540,"feedforward_loop_participant,reciprocal,rich_club"
720575940631462927,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940629890064,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940631856146,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940633560089,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617045019,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940618224667,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617307165,"feedforward_loop_participant,reciprocal,rich_club"
720575940631594015,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940633560095,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940644832292,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624122919,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624253991,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940625171495,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940609180718,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940647060532,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940638147637,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940617045051,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629627964,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625433662,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627268670,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622550089,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940620584016,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630545489,"feedforward_loop_participant,highly_reciprocal_neuron,nsrn,reciprocal,rich_club"
720575940621894750,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940610229346,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
